,Date,Open,Volume,cases,deaths,c_dif,d_dif,o_dif,sc,so
95,2020-06-08,3.58,12196900,1971641,111144,30630.0,728.0,0.69,1.0,1.0
96,2020-06-09,3.73,7433000,1990446,112174,-40534.0,-810.0,0.1499999999999999,-1.0,1.0
97,2020-06-10,3.38,5493800,2013298,113103,4047.0,-101.0,-0.3500000000000001,1.0,-1.0
98,2020-06-11,2.83,6522600,2036500,113980,350.0,-52.0,-0.5499999999999998,1.0,-1.0
99,2020-06-12,3.03,5091400,2061993,114759,2291.0,-98.0,0.19999999999999973,1.0,1.0
100,2020-06-15,2.7,6218400,2126574,116216,39088.0,678.0,-0.3299999999999996,1.0,-1.0
101,2020-06-16,3.02,7585700,2151459,116985,-39696.0,-688.0,0.31999999999999984,-1.0,1.0
102,2020-06-17,3.0,6409600,2177114,117746,770.0,-8.0,-0.020000000000000018,1.0,-1.0
103,2020-06-18,2.7,7457000,2205173,118473,2404.0,-34.0,-0.2999999999999998,1.0,-1.0
104,2020-06-19,2.7,14799700,2236009,119171,2777.0,-29.0,0.0,1.0,0.0
105,2020-06-22,2.62,7925700,2324879,120334,58034.0,465.0,-0.08000000000000007,1.0,-1.0
106,2020-06-23,2.66,8638900,2359939,121167,-53810.0,-330.0,0.040000000000000036,-1.0,1.0
107,2020-06-24,2.53,9848300,2396928,121934,1929.0,-66.0,-0.13000000000000034,1.0,-1.0
108,2020-06-25,2.33,8152200,2438101,124400,4184.0,1699.0,-0.19999999999999973,1.0,-1.0
109,2020-06-26,2.44,8808600,2483629,125033,4355.0,-1833.0,0.10999999999999988,1.0,1.0
110,2020-06-29,2.28,5785600,2604932,126162,75775.0,496.0,-0.16000000000000014,1.0,-1.0
111,2020-06-30,2.29,4222600,2653321,127462,-72914.0,171.0,0.010000000000000231,-1.0,1.0
112,2020-07-01,2.3,4480800,2703296,128104,1586.0,-658.0,0.009999999999999787,1.0,1.0
113,2020-07-02,2.29,5442300,2758855,128827,5584.0,81.0,-0.009999999999999787,1.0,-1.0
114,2020-07-06,2.27,5631000,2958098,130332,143684.0,782.0,-0.020000000000000018,1.0,-1.0
115,2020-07-07,2.15,4414000,3012182,131290,-145159.0,-547.0,-0.1200000000000001,-1.0,-1.0
116,2020-07-08,2.15,4467500,3071637,132238,5371.0,-10.0,0.0,1.0,0.0
117,2020-07-09,2.25,3499100,3131526,133079,434.0,-107.0,0.10000000000000009,1.0,1.0
118,2020-07-10,2.19,7322200,3199753,133907,8338.0,-13.0,-0.06000000000000005,1.0,-1.0
119,2020-07-13,2.41,7029700,3379846,135402,111866.0,667.0,0.2200000000000002,1.0,1.0
120,2020-07-14,2.34,4623500,3445448,136356,-114491.0,-541.0,-0.07000000000000028,-1.0,-1.0
121,2020-07-15,2.56,5756400,3513790,137327,2740.0,17.0,0.2200000000000002,1.0,1.0
122,2020-07-16,2.55,4024100,3589477,138285,7345.0,-13.0,-0.010000000000000231,1.0,-1.0
123,2020-07-17,2.58,3901100,3660400,139186,-4764.0,-57.0,0.03000000000000025,-1.0,1.0
124,2020-07-20,2.48,4161700,3845014,140904,113691.0,817.0,-0.10000000000000009,1.0,-1.0
125,2020-07-21,2.48,7446000,3910291,142031,-119337.0,-591.0,0.0,-1.0,0.0
126,2020-07-22,2.58,5932400,3980030,143167,4462.0,9.0,0.10000000000000009,1.0,1.0
127,2020-07-23,2.52,3411700,4050036,144283,267.0,-20.0,-0.06000000000000005,1.0,-1.0
128,2020-07-24,2.47,2288100,4123561,145429,3519.0,30.0,-0.04999999999999982,1.0,-1.0
129,2020-07-27,2.44,2411100,4303735,148449,106649.0,1874.0,-0.03000000000000025,1.0,-1.0
130,2020-07-28,2.35,3887200,4366851,149776,-117058.0,-1693.0,-0.08999999999999986,-1.0,-1.0
131,2020-07-29,2.3,2175900,4433633,151172,3666.0,69.0,-0.050000000000000266,1.0,-1.0
132,2020-07-30,2.29,3336500,4502581,152433,2166.0,-135.0,-0.009999999999999787,1.0,-1.0
133,2020-07-31,2.22,2282800,4571669,153862,140.0,168.0,-0.06999999999999984,1.0,-1.0
134,2020-08-03,2.26,3189700,4726775,155945,86018.0,654.0,0.03999999999999959,1.0,1.0
135,2020-08-04,2.22,3928400,4780324,157301,-101557.0,-727.0,-0.03999999999999959,-1.0,-1.0
136,2020-08-05,2.41,7622400,4834047,158554,174.0,-103.0,0.18999999999999995,1.0,1.0
137,2020-08-06,2.47,3384000,4891561,159625,3791.0,-182.0,0.06000000000000005,1.0,1.0
138,2020-08-07,2.37,2853000,4952718,160981,3643.0,285.0,-0.10000000000000009,1.0,-1.0
139,2020-08-10,2.44,4006500,5103611,163023,89736.0,686.0,0.06999999999999984,1.0,1.0
140,2020-08-11,2.6,5299100,5156968,164474,-97536.0,-591.0,0.16000000000000014,-1.0,1.0
141,2020-08-12,2.58,3206400,5211246,165952,921.0,27.0,-0.020000000000000018,1.0,-1.0
142,2020-08-13,2.51,2434200,5265307,167165,-217.0,-265.0,-0.07000000000000028,-1.0,-1.0
143,2020-08-14,2.47,1839900,5324784,168341,5416.0,-37.0,-0.03999999999999959,1.0,-1.0
144,2020-08-17,2.48,2509400,5455187,170449,70926.0,932.0,0.009999999999999787,1.0,1.0
145,2020-08-18,2.38,2387600,5498420,171798,-87170.0,-759.0,-0.10000000000000009,-1.0,-1.0
146,2020-08-19,2.38,2787600,5541433,173093,-220.0,-54.0,0.0,-1.0,0.0
147,2020-08-20,2.34,3134300,5587462,174136,3016.0,-252.0,-0.040000000000000036,1.0,-1.0
148,2020-08-21,2.32,3068600,5636491,175297,3000.0,118.0,-0.020000000000000018,1.0,-1.0
149,2020-08-24,2.29,2967400,5754254,177197,68734.0,739.0,-0.029999999999999805,1.0,-1.0
150,2020-08-25,2.36,2088700,5793437,178410,-78580.0,-687.0,0.06999999999999984,-1.0,1.0
151,2020-08-26,2.33,2432400,5838756,179603,6136.0,-20.0,-0.029999999999999805,1.0,-1.0
152,2020-08-27,2.28,2064000,5884368,180729,293.0,-67.0,-0.050000000000000266,1.0,-1.0
153,2020-08-28,2.27,1936400,5930932,181739,952.0,-116.0,-0.009999999999999787,1.0,-1.0
154,2020-08-31,2.3,2799100,6045457,183472,67961.0,723.0,0.029999999999999805,1.0,1.0
155,2020-09-01,2.23,2515400,6089506,184563,-70476.0,-642.0,-0.06999999999999984,-1.0,-1.0
156,2020-09-02,2.21,4549300,6121950,185639,-11605.0,-15.0,-0.020000000000000018,-1.0,-1.0
157,2020-09-03,2.13,4285500,6168347,186717,13953.0,2.0,-0.08000000000000007,1.0,-1.0
158,2020-09-04,2.09,3547500,6220448,187697,5704.0,-98.0,-0.040000000000000036,1.0,-1.0
159,2020-09-08,2.05,5334300,6346807,189541,74258.0,864.0,-0.040000000000000036,1.0,-1.0
160,2020-09-09,1.97,2355200,6380139,190716,-93027.0,-669.0,-0.07999999999999985,-1.0,-1.0
161,2020-09-10,1.97,3534800,6418200,191631,4729.0,-260.0,0.0,1.0,0.0
162,2020-09-11,1.82,3115100,6465767,192858,9506.0,312.0,-0.1499999999999999,1.0,-1.0
163,2020-09-14,1.75,3380800,6575101,194408,61767.0,323.0,-0.07000000000000006,1.0,-1.0
164,2020-09-15,1.84,4171200,6614318,195689,-70117.0,-269.0,0.09000000000000008,-1.0,1.0
165,2020-09-16,1.87,4036600,6653586,196686,51.0,-284.0,0.030000000000000027,1.0,1.0
166,2020-09-17,1.94,2233100,6698896,197535,6042.0,-148.0,0.06999999999999984,1.0,1.0
167,2020-09-18,1.96,3264400,6747783,198484,3577.0,100.0,0.020000000000000018,1.0,1.0
168,2020-09-21,1.92,2584600,6880902,199797,84232.0,364.0,-0.040000000000000036,1.0,-1.0
169,2020-09-22,1.91,1707600,6918293,200738,-95728.0,-372.0,-0.010000000000000009,-1.0,-1.0
170,2020-09-23,1.88,2798000,6959842,201828,4158.0,149.0,-0.030000000000000027,1.0,-1.0
171,2020-09-24,1.71,2656300,7005046,202713,3655.0,-205.0,-0.16999999999999993,1.0,-1.0
172,2020-09-25,1.76,2455800,7059627,203566,9377.0,-32.0,0.050000000000000044,1.0,1.0
173,2020-09-28,1.77,2512400,7176980,204952,62772.0,533.0,0.010000000000000009,1.0,1.0
174,2020-09-29,1.81,1996500,7220677,205878,-73656.0,-460.0,0.040000000000000036,-1.0,1.0
175,2020-09-30,1.82,1852700,7262735,206852,-1639.0,48.0,0.010000000000000009,-1.0,1.0
176,2020-10-01,1.75,2323300,7309153,207699,4360.0,-127.0,-0.07000000000000006,1.0,-1.0
177,2020-10-02,1.74,2268000,7362733,208564,7162.0,18.0,-0.010000000000000009,1.0,-1.0
178,2020-10-05,1.9,1719700,7507988,210035,91675.0,606.0,0.15999999999999992,1.0,1.0
179,2020-10-06,1.87,5616100,7550850,210756,-102393.0,-750.0,-0.029999999999999805,-1.0,-1.0
180,2020-10-07,1.75,2877800,7603867,211752,10155.0,275.0,-0.1200000000000001,1.0,-1.0
181,2020-10-08,1.75,2643500,7660249,212680,3365.0,-68.0,0.0,1.0,0.0
182,2020-10-09,1.8,1561500,7719211,213595,2580.0,-13.0,0.050000000000000044,1.0,1.0
183,2020-10-12,1.77,1478400,7863658,214957,85485.0,447.0,-0.030000000000000027,1.0,-1.0
184,2020-10-13,1.77,2056000,7918051,215783,-90054.0,-536.0,0.0,-1.0,0.0
185,2020-10-14,1.72,1741600,7977904,216792,5460.0,183.0,-0.050000000000000044,1.0,-1.0
186,2020-10-15,1.7,2189200,8043257,217585,5500.0,-216.0,-0.020000000000000018,1.0,-1.0
187,2020-10-16,1.73,1286100,8113721,218476,5111.0,98.0,0.030000000000000027,1.0,1.0
188,2020-10-19,1.72,2192000,8279804,220058,95619.0,691.0,-0.010000000000000009,1.0,-1.0
189,2020-10-20,1.67,1755000,8340398,220987,-105489.0,-653.0,-0.050000000000000044,-1.0,-1.0
190,2020-10-21,1.66,1535100,8404635,222195,3643.0,279.0,-0.010000000000000009,1.0,-1.0
191,2020-10-22,1.66,1658700,8479765,223023,10893.0,-380.0,0.0,1.0,0.0
192,2020-10-23,1.69,1742200,8565062,223953,10167.0,102.0,0.030000000000000027,1.0,1.0
193,2020-10-26,1.7,2111400,8777994,225701,127635.0,818.0,0.010000000000000009,1.0,1.0
194,2020-10-27,1.64,2297100,8852381,226684,-138545.0,-765.0,-0.06000000000000005,-1.0,-1.0
195,2020-10-28,1.57,3760200,8934263,227702,7495.0,35.0,-0.06999999999999984,1.0,-1.0
196,2020-10-29,1.51,1967400,9024932,228706,8787.0,-14.0,-0.06000000000000005,1.0,-1.0
197,2020-10-30,1.43,3046400,9124800,229674,9199.0,-36.0,-0.08000000000000007,1.0,-1.0
198,2020-11-02,1.4,2574400,9377208,231480,152540.0,838.0,-0.030000000000000027,1.0,-1.0
199,2020-11-03,1.53,2903300,9469624,232610,-159992.0,-676.0,0.13000000000000012,-1.0,1.0
200,2020-11-04,1.51,3220500,9577702,234226,15662.0,486.0,-0.020000000000000018,1.0,-1.0
201,2020-11-05,1.57,5067000,9699051,235334,13271.0,-508.0,0.06000000000000005,1.0,1.0
202,2020-11-06,1.41,4821200,9831874,236582,11474.0,140.0,-0.16000000000000014,1.0,-1.0
203,2020-11-09,1.5,11143000,10191667,238798,226970.0,968.0,0.09000000000000008,1.0,1.0
204,2020-11-10,1.74,4680500,10331417,240262,-220043.0,-752.0,0.24,-1.0,1.0
205,2020-11-11,1.75,3005100,10474295,241693,3128.0,-33.0,0.010000000000000009,1.0,1.0
206,2020-11-12,1.69,2774600,10637946,242865,20773.0,-259.0,-0.06000000000000005,1.0,-1.0
